,tweet_id,timestamp,text,rating_denominator,name,source_web,pet_status,rating_numerator_real,jpg_url,img_num,prob,dog_assessment,favorite_cnt,retweet_cnt
13,886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,10,Roscoe,http://twitter.com/download/iphone,pupper,12,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,0.999201,True,21226,3231
14,886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,10,Waffles,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,0.943575,True,28109,6389
15,885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,10,Jimbo,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,0.972494,True,32878,6909
16,885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,10,,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,0.8124819999999999,True,22054,4444
17,884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,10,Lola,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,0.822103,True,28089,5930
18,884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",10,,http://twitter.com/download/iphone,,14,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,0.993225,True,27133,5731
19,884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,10,Yogi,http://twitter.com/download/iphone,doggo,12,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,0.707046,True,20484,3036
20,883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,10,Noah,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,0.610946,True,22011,3503
21,883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",10,Bella,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,0.943082,True,46193,10127
22,883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,10,Grizzwald,http://twitter.com/download/iphone,floofer,13,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,0.987997,True,22670,3740
23,883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",10,,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,0.949562,True,37414,6772
24,882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,10,Gus,http://twitter.com/download/iphone,pupper,12,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,0.85005,True,28476,4994
25,882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy ?? https://t.co/fYP5RlutfA,10,Alfy,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,0.762211,True,45199,11793
26,882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",10,Koko,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,0.949591,True,29524,5060
27,880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,10,,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,0.791416,True,21410,3883
28,880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,10,Bella,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,0.913255,True,28662,6383
29,879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,10,Romeo,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,0.813507,True,22408,3555
30,879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,10,Jack,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,0.663601,True,16856,3164
31,879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,10,Beau,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,0.960513,True,19046,2738
32,878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,10,Snoopy,http://twitter.com/download/iphone,puppo,13,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,0.734684,True,19479,4198
33,878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,10,Emmy,http://twitter.com/download/iphone,,14,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,0.839097,True,42281,6971
34,877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,10,Aja,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,0.8379559999999999,True,80453,19523
35,877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,10,Penny,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,0.995368,True,22909,3896
36,877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,10,Nelly,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,0.93112,True,27292,5705
37,876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,10,Benedict,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,0.874566,True,18887,2451
38,875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",10,Goose,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,0.799551,True,25364,4382
39,875021211251597312,2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,10,,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,0.7143189999999999,True,25645,4802
40,874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,10,Cash,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,0.836052,True,28048,4739
41,874057562936811520,2017-06-12 00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",10,,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,0.8321770000000001,True,22804,4036
42,874012996292530176,2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",10,Sebastian,http://twitter.com/download/iphone,puppo,13,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,0.806674,True,34950,10703
43,873580283840344065,2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",10,,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,0.678537,True,24438,4035
44,873213775632977920,2017-06-09 16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",10,Sierra,http://twitter.com/download/iphone,pupper,12,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,0.6197819999999999,True,7327,1623
45,872820683541237760,2017-06-08 14:20:41,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",10,,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,0.99912,True,14841,3786
46,872486979161796608,2017-06-07 16:14:40,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,10,,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,0.931861,True,40995,9211
47,872261713294495745,2017-06-07 01:19:32,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,10,Harry,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,0.972019,True,34562,6498
48,872122724285648897,2017-06-06 16:07:15,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,10,Kody,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,0.808396,True,34796,8338
49,871879754684805121,2017-06-06 00:01:46,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,10,Lassie,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,0.969171,True,38474,11555
50,871762521631449091,2017-06-05 16:15:56,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,10,Rover,http://twitter.com/download/iphone,pupper,12,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,0.921393,True,20478,3575
51,871515927908634625,2017-06-04 23:56:03,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,10,Napolean,http://twitter.com/download/iphone,doggo,12,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,0.974781,True,20439,3546
52,870656317836468226,2017-06-02 15:00:16,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",10,Cody,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,0.945495,True,12609,2736
53,870374049280663552,2017-06-01 20:18:38,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,10,Zoey,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,0.841001,True,83760,27037
54,870308999962521604,2017-06-01 16:00:09,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",10,Rumble,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,0.6227520000000001,True,22115,4278
55,869772420881756160,2017-05-31 04:27:59,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",10,Dewey,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,0.980148,True,43029,10381
56,869702957897576449,2017-05-30 23:51:58,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,10,Stanley,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,0.993449,True,28679,6537
57,869596645499047938,2017-05-30 16:49:31,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,10,Scout,http://twitter.com/download/iphone,doggo,12,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,0.955156,True,16226,3240
58,869227993411051520,2017-05-29 16:24:37,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,10,Gizmo,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,0.664181,True,20774,3922
59,868622495443632128,2017-05-28 00:18:35,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,10,,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,0.868107,True,27855,6130
60,867774946302451713,2017-05-25 16:10:44,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,10,Harold,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,0.661953,True,34615,7603
61,867421006826221569,2017-05-24 16:44:18,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,10,Shikha,http://twitter.com/download/iphone,puppo,12,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,0.6164569999999999,True,16476,2620
62,866450705531457537,2017-05-22 00:28:40,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",10,Jamesy,http://twitter.com/download/iphone,pupper,13,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2,0.905334,True,124742,36733
63,866334964761202691,2017-05-21 16:48:45,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,10,Coco,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1,0.984086,True,53804,15108
64,865718153858494464,2017-05-19 23:57:46,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",10,Boomer,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,0.673664,True,26210,5851
65,865359393868664832,2017-05-19 00:12:11,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,10,Sammy,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,0.832435,True,27111,5236
66,865006731092295680,2017-05-18 00:50:50,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,10,Nelly,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,0.989882,True,28666,8021
67,864279568663928832,2017-05-16 00:41:21,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,10,Meatball,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,0.668613,True,14968,3192
68,864197398364647424,2017-05-15 19:14:50,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,10,Paisley,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,0.945905,True,30947,9386
69,863432100342583297,2017-05-13 16:33:49,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,10,Belle,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,1,0.690517,True,24418,5534
70,863062471531167744,2017-05-12 16:05:02,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",10,Quinn,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,0.935804,True,8782,2602
71,862096992088072192,2017-05-10 00:08:34,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,10,,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2,0.677589,True,76787,24506
72,861383897657036800,2017-05-08 00:54:59,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,10,Hobbes,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,0.771008,True,37133,11263
73,859851578198683649,2017-05-03 19:26:06,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af https://t.co/BqSttrTuIl,10,Trooper,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,4,0.899086,True,15882,3701
74,859607811541651456,2017-05-03 03:17:27,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 https://t.co/BArWupFAn0,10,,http://twitter.com/download/iphone,puppo,13,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1,0.8955290000000001,True,19184,1663
75,858471635011153920,2017-04-30 00:02:42,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,10,Sophie,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1,0.987407,True,22250,5131
76,858107933456039936,2017-04-28 23:57:28,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup https://t.co/QXA4sCXSDF,10,Wyatt,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,1,0.863874,True,16277,3087
77,857746408056729600,2017-04-28 00:00:54,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,10,Thor,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1,0.919832,True,35469,11254
78,857393404942143489,2017-04-27 00:38:11,"Instead of the usual nightly dog rate, I'm sharing this story with you. Meeko is 13/10 and would like your help 

https://t.co/Mj4j6QoIJk https://t.co/JdNE5oqYEV",10,,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,3,0.8415969999999999,True,6130,1732
79,857263160327368704,2017-04-26 16:00:39,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,10,Oscar,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,0.998021,True,20705,4809
80,857029823797047296,2017-04-26 00:33:27,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu,10,Zeke,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2,0.968623,True,19608,4260
81,856526610513747968,2017-04-24 15:13:52,"THIS IS CHARLIE, MARK. HE DID JUST WANT TO SAY HI AFTER ALL. PUPGRADED TO A 14/10. WOULD BE AN HONOR TO FLY WITH https://t.co/p1hBHCmWnA",10,,http://twitter.com/download/iphone,,14,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,1,0.798481,True,12274,2010
82,856282028240666624,2017-04-23 23:01:59,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 for all https://t.co/GUefqUmZv8",10,Cermet,http://twitter.com/download/iphone,,14,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,4,0.8765430000000001,True,28690,6722
83,854732716440526848,2017-04-19 16:25:34,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af https://t.co/nJztIEON5s,10,Marlee,http://twitter.com/download/iphone,,12,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1,0.6955479999999999,True,23806,6534
84,854365224396361728,2017-04-18 16:05:17,This is Einstein. He's having a really good day. Hopes you are too. H*ckin nifty tongue. 13/10 would snug intensely https://t.co/mdaQhhfpv6,10,Einstein,http://twitter.com/download/iphone,,13,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1,0.90708,True,19718,5043
85,854120357044912130,2017-04-17 23:52:16,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend https://t.co/oBL7LEJEzR,10,,http://twitter.com/download/iphone,pupper,14,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,4,0.8548610000000001,True,33358,8073
